Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Pytanie ENG,Odpowiedź ENG A,Odpowiedź ENG B,Odpowiedź ENG C,Pytanie DE,Odpowiedź DE A,Odpowiedź DE B,Odpowiedź DE C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Nazwa media tłumaczenie migowe (PJM) treść pyt,Nazwa media tłumaczenie migowe (PJM) treść odp A,Nazwa media tłumaczenie migowe (PJM) treść odp B,Nazwa media tłumaczenie migowe (PJM) treść odp C,Nazwa media tłumaczenie migowe (SJM) treść pyt,Nazwa media tłumaczenie migowe (SJM) treść odp A,Nazwa media tłumaczenie migowe (SJM) treść odp B,Nazwa media tłumaczenie migowe (SJM) treść odp C
942,Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?,,,,You intend to go straight on. Do you have to yield the right of way to the vehicle approaching from the right?,,,,"Sie haben  vor, geradeaus zu fahren. Haben Sie die Pflicht, dem von rechts kommenden Fahrzeug den Vorrang zu geben?",,,,T,514_D27KW_org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W7,pjm942.wmv,,,,,,,
947,Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed motocyklistą?,,,,You intend to go straight on. Do you have the right of way over the motorcyclist?,,,,"Sie haben vor, geradeaus zu fahren. Haben Sie die Vorfahrt vor dem Kraftradfahrer?",,,,N,KW_D22_419_org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W7,pjm947.wmv,,,,,,,
974,"Czy umieszczony na tablicy znak ostrzega Cię o miejscu na drodze, w którym występuje lub może występować niebezpieczeństwo?",,,,"Does the sign on this board inform you of a place on the road where there is, or there might be a danger?",,,,"Warnt dich das auf diesem Schild lokalisierte Zeichen vor einer Stelle auf der Straße, die gefährlich ist oder die gefährlich sein kann?",,,,T,3436D15org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm974.wmv,,,,,,,
975,Czy w przedstawionej sytuacji masz obowiązek zachować szczególną ostrożność?,,,,Do you have to exercise particular caution in the presented situation?,,,,"Bist du in der dargestellten Situation dazu verpflichtet, besonders vorsichtig zu sein?",,,,T,D20_0061org.jpg,PODSTAWOWY,2,"A,B,C,D,A1,A2,B1,C1,D1",W1,pjm975.wmv,,,,,,,
978,Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do skrzyżowania z jednokierunkową drogą podporządkowaną?,,,,"In the presented situation, are you warned of an intersection with a one-way minor road?",,,,Wirst du in der dargestellten Situation vor einer Kreuzung mit einer untergeordneten Einbahnstraße gewarnt?,,,,T,A-6eorg.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm978.wmv,,,,,,,
980,Czy tabliczka umieszczona pod znakiem wskazuje rzeczywisty przebieg drogi z pierwszeństwem przejazdu?,,,,"In the presented situation, you are warned of an intersection with a major road. Does the plate under the sign indicate its actual route?",,,,In der dargestellten Situation wirst du vor einer Kreuzung mit einer Vorfahrtsstraße gewarnt. Zeigt das unter dem Zeichen angebrachte Schild ihren tatsächlichen Verlauf?,,,,T,IMG_4003org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
985,"Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do przejazdu kolejowego wyposażonego w zapory, lub w półzapory?",,,,Are you warned in this situation of a level crossing with full barriers or half-barriers?,,,,"Wirst du in der abgebildeten Situation vor einem Bahnübergang gewarnt, der weder mit Schranken noch mit Halbschranken ausgestattet ist?",,,,T,0876D18org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
986,Czy w przedstawionej sytuacji jesteś ostrzegany o przejeździe kolejowym wyposażonym w zapory lub półzapory?,,,,Are you warned in this situation of a level crossing with full barriers or half-barriers?,,,,"Wirst du in der abgebildeten Situation vor einem Bahnübergang gewarnt, der mit Schranken oder Halbschranken ausgestattet ist?",,,,N,A-10 (2)org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm986.wmv,,,,,,,
987,Czy w przedstawionej sytuacji jesteś ostrzegany o przejeździe kolejowym wyposażonym w półzapory?,,,,Are you warned in this situation of a level crossing with half-barriers?,,,,"Wirst du in der abgebildeten Situation vor einem Bahnübergang gewarnt, der mit Halbschranken ausgestattet ist?",,,,N,1070D18org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
988,Czy w przedstawionej sytuacji jesteś ostrzegany o poprzecznej nierówności jezdni?,,,,Are you warned in this situation of a transverse unevenness of the roadway?,,,,Wirst du in der abgebildeten Situation vor einer Querunebenheit der Fahrbahn gewarnt?,,,,T,IMG_9274d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
990,"Czy w przedstawionej sytuacji jesteś ostrzegany o nierównościach na drodze, występujących na odcinku 1,2 km za znakiem?",,,,Are you warned in this situation of a 1.2 km-long rough roadway beyond this sign?,,,,"Wirst du in der abgebildeten Situation vor Straßenunebenheiten gewarnt, die auf einer Strecke von 1,2 km hinter dem Zeichen auftreten?",,,,T,IMG_9528d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm990.wmv,,,,,,,
991,Czy w przedstawionej sytuacji jesteś ostrzegany o wypukłości jezdni zastosowanej w celu spowolnienia ruchu?,,,,Are you warned in this situation of a hump on the road intended to slow down the traffic?,,,,Wirst du in der abgebildeten Situation vor einer Bremsschwelle zwecks Verlangsamung des Verkehrs gewarnt?,,,,N,IMG_9274d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
992,Czy w przedstawionej sytuacji jesteś ostrzegany o wypukłości na jezdni zastosowanej w celu spowolnienia ruchu?,,,,Are you warned in this situation of hump on the roadway intended to slow down the traffic?,,,,Wirst du in der abgebildeten Situation vor einer Bremsschwelle zwecks Verlangsamung des Verkehrs gewarnt?,,,,T,IMG_8384org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
994,"Czy umieszczona pod znakiem ostrzegawczym widocznym na zdjęciu tabliczka, wskazuje jego odległość od miejsca niebezpiecznego?",,,,Does the board placed under this warning sign indicate the sign's distance from a dangerous spot?,,,,Zweigt das unter dem abgebildeten Warnzeichen angebrachte Schild die Entfernung von der gefährlichen Stelle an?,,,,T,IMG_8384org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
996,"Czy w przedstawionej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu?",,,,Are you warned in this situation of road narrowing which may cause impediments to the traffic?,,,,"Wirst du in der abgebildeten Situation vor einer Fahrbahnverengung gewarnt, die den Straßenverkehr behindern kann?",,,,T,IMG_0816d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm996.wmv,,,,,,,
997,Czy w przedstawionej sytuacji jesteś ostrzegany o wlocie drogi z prawej strony?,,,,Are you warned in this situation of a junction with the road on the right?,,,,Wirst du in der abgebildeten Situation vor einer von rechts einmündenden Straße gewarnt?,,,,N,IMG_6630d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm997.wmv,,,,,,,
1000,Czy w przedstawionej sytuacji należy spodziewać się utrudnień ruchu?,,,,Do you need to be prepared for impediments to traffic in this situation?,,,,Sollst du in der abgebildeten Situation mit Straßenverkehrsbehinderungen rechnen?,,,,T,IMG_7184_1org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1000.wmv,,,,,,,
1001,Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do wyznaczonego na drodze przejścia dla pieszych?,,,,Are you warned in this situation of a pedestrian crossing marked on the road?,,,,Wirst du in der abgebildeten Situation vor einem auf der Strasse markierten Fußgängerüberweg gewarnt?,,,,T,843D15org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1001.wmv,,,,,,,
1003,Czy w przedstawionej sytuacji jesteś ostrzegany o miejscu na drodze szczególnie często uczęszczanym przez dzieci lub o bliskości takiego miejsca?,,,,Are you warned in this situation of a place on the road frequently attended by children or of proximity of such a place?,,,,"Wirst du in der abgebildeten Situation vor einer Stelle auf der Straße gewarnt, die besonders oft von Kindern besucht wird bzw. davor, dass sich eine solche Stelle in der Nähe befindet?",,,,T,A-17 (2)org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1003.wmv,,,,,,,
1004,Czy w przedstawionej sytuacji jesteś ostrzegany o możliwości napotkania na drodze zwierząt gospodarskich?,,,,Are you warned in this situation of a possible encounter with farm animals on the road?,,,,"Wirst du in der abgebildeten Situation vor der Möglichkeit gewarnt, den Haustieren auf der Straße zu begegnen?",,,,T,IMG_1101d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1004.wmv,,,,,,,
1005,Czy w przedstawionej sytuacji jesteś ostrzegany o możliwości napotkania na drodze dzikich zwierząt?,,,,Are you warned in this situation of a possible encounter with wild animals on the road?,,,,"Wirst du in der abgebildeten Situation vor Gefahren gewarnt, die sich aus der Möglichkeit ergeben, Wildtieren auf der Straße zu begegnen?",,,,T,JAZDA NOCĄorg.wmv,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
1009,"Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do miejsca, w którym rozpoczyna się ruch dwukierunkowy?",,,,Are you warned in this situation of a place where two-way traffic begins?,,,,"Wirst du in der abgebildeten Situation vor einer Stelle gewarnt, wo Zweibahnverkehr beginnt?",,,,T,1498D15org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1009.wmv,,,,,,,
1015,Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do stromego podjazdu?,,,,Are you warned in this situation of a steep uphill road?,,,,Wirst du in der abgebildeten Situation vor einer steilen Auffahrt gewarnt?,,,,N,0805D14MMorg.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1015.wmv,,,,,,,
1018,"Czy w przedstawionej sytuacji jesteś ostrzegany o miejscu, w którym rowerzyści wjeżdżają na jezdnię lub przez nią przejeżdżają?",,,,Are you warned in this situation of a place where cyclists emerge onto the road or cross it?,,,,"Wirst du in der abgebildeten Situation vor einer Stelle gewarnt, an der Fahradfahrer auf die Fahrbahn entweder kommen oder sie überqueren?",,,,T,0989D18org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1018.wmv,,,,,,,
1025,"Czy w przedstawionej sytuacji jesteś ostrzegany o drodze pokrytej żwirem, który może być wyrzucany spod kół jadących pojazdów?",,,,Are you warned in this situation of a road covered with gravel which may be discarded from under the wheels of moving vehicles?,,,,"Wirst du in der abgebildeten Situation vor einer Straße gewarnt, die mit Kies bedeckt ist, der durch die fahrenden Autos ausgeschleudert wird?",,,,T,IMG_9333d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1025.wmv,,,,,,,
1028,"Czy w przedstawionej sytuacji jesteś ostrzegany o skrzyżowaniu, na którym ruch jest kierowany za pomocą sygnalizacji świetlnej?",,,,Are you warned in this situation of a place where the traffic is directed by traffic lights?,,,,"Wirst du in der abgebildeten Situation vor einer Stelle gewarnt, wo der Straßenverkehr durch die Ampeln geregelt wird?",,,,T,IMG_9157d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,,,,,,,,
1033,"Czy w przedstawionej sytuacji, wjeżdżając na pobocze, powinieneś zrobić to ostrożnie i znacznie zmniejszyć prędkość?",,,,"In the presented situation, when pulling over, should you do it carefully and slow down significantly if the need be?",,,,Hast du in der abgebildeten Situation beim Befahren des Seitenstreifens besonders vorsichtig zu sein und bei Bedarf die Geschwindigkeit wesentlich zu reduzieren?,,,,T,IMG_1387d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1033.wmv,,,,,,,
1035,Czy na odcinku drogi za widocznym znakiem będziesz ostrzegany o każdym występującym na niej zakręcie?,,,,Will you be warned beyond this sign of every single bend on the road?,,,,"Wirst du auf der Strecke hinter dem abgebildeten Zeichen vor jeder Kurve gewarnt, die es auf dieser Straße gibt?",,,,N,IMG_7630d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,pjm1035.wmv,,,,,,,
1052,Czy w tej sytuacji czerwone punktowe elementy odblaskowe wyznaczają prawą krawędź jezdni?,,,,"In this situation, do the red reflective point elements define the right edge of the roadway?",,,,Markieren in der abgebildeten Situation die roten Rückstrahlpunkte den rechten Straßenrand?,,,,T,IMG_9751org.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,pjm1052.wmv,,,,,,,
1055,"Czy w tej sytuacji, za linią złożoną z punktowych elementów odblaskowych barwy czerwonej znajduje się pas ruchu?",,,,"In the presented situation, is there a lane behind the line composed of red reflective road studs?",,,,Befindet sich in der dargestellten Situation hinter der aus roten Punktrückstrahler bestehenden Linie eine Fahrspur?,,,,N,IMG_9757aorg.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,pjm1055.wmv,,,,,,,
1056,"Czy w tej sytuacji, bezpośrednio za widoczną po prawej stronie drogi linią złożoną z punktowych elementów odblaskowych barwy białej jest pobocze?",,,,"In the presented situation, is there a hard shoulder directly behind the line on the right, composed of white reflective road studs?",,,,"Befindet sich in der dargestellten Situation direkt hinter der auf der rechten Straßenseite sichtbaren, aus weißen Punktrückstrahlern bestehenden Linie der Randstreifen?",,,,N,IMG_9746org.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,pjm1056.wmv,,,,,,,
1058,"Czy w tej sytuacji, umieszczone po prawej stronie jezdni punktowe elementy odblaskowe barwy białej informują Cię o krawędzi jezdni?",,,,"In the presented situation, do the white reflective road studs placed on the right side of the road inform you of the edge of the roadway?",,,,Informieren in der dargestellten Situation die auf der rechten Fahrbahn angebrachten weißen Punktrückstrahler über die Fahrbahnkante?,,,,N,IMG_9746org.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,pjm1058.wmv,,,,,,,
1068,Czy w przedstawionej sytuacji masz obowiązek zachować odstęp nie mniejszy niż 1 metr od wyprzedzanego rowerzysty?,,,,Are you obliged to maintain a distance of at least 1 metre from the overtaken cyclist in this situation?,,,,"Haben Sie in der dargestellten Situation die Pflicht, von dem zu überholenden Radfahrer einen Abstand von nicht weniger als 1 m zu halten?",,,,T,D17PWCz_1org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,pjm1068.wmv,,,,,,,
1081,Czy na tak oznakowanym skrzyżowaniu masz prawo wyprzedzać pojazdy poruszające się innymi pasami?,,,,Are you allowed to overtake vehicles on other lanes at a junction marked in such a way?,,,,Dürfen Sie auf einer so gekennzeichneten Kreuzung die auf anderen Spuren fahrenden Fahrzeuge überholen?,,,,T,D29WCzorg.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,,,,,,,,
1090,Czy w tej sytuacji możesz wyprzedzać?,,,,Can you overtake in this situation?,,,,Dürfen Sie in dieser Situation überholen?,,,,N,D38WCz_2org.wmv,PODSTAWOWY,3,B,W12,pjm1090.wmv,,,,,,,
1091,Czy w przedstawionej sytuacji zakaz wyrażony znakiem obowiązuje od miejsca jego ustawienia?,,,,"In the presented situation, is the prohibition expressed by this sign binding from the place of its erection?",,,,"Gilt in der dargestellten Situation das durch dieses Zeichen eingeführte Verbot ab der Stelle, auf der dieses Zeichen aufgestellt ist?",,,,T,526D21org.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W2,pjm1091.wmv,,,,,,,
1092,"Czy umieszczona pod tym znakiem zakazu tabliczka określa długość odcinka jezdni, na którym zakaz ten obowiązuje?",,,,Does the plate under this prohibition sign indicate the length of the road section where the prohibition is binding?,,,,"Zeigt das unter diesem Verkehrzeichen angebrachte Schild die Länge des Fahrbahnabschnittes an, für den dieses Verbot gilt?",,,,T,1005D15org.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W2,pjm1092.wmv,,,,,,,
1107,Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?,,,,Are you obliged in this situation to yield the right of way to the vehicle approaching from the left?,,,,"Haben Sie in dieser Situation die Pflicht, dem von links angefahren kommenden Fahrzeug, die Vorfahrt zu geben?",,,,T,511_D27KW_org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W7,pjm1107.wmv,,,,,,,
1109,Zamierzasz kontynuować jazdę na wprost. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?,,,,You intend to continue going straight on. Do you have the right of way over the vehicle approaching from the right?,,,,Sie möchten die Fahrt geradeaus fortsetzen. Haben Sie die Vorfahrt vor dem von rechts kommenden Fahrzeug?,,,,N,518_D27KW_org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,pjm1109.wmv,,,,,,,
1111,"Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi, który nadjeżdża z lewej strony?",,,,"In this situation, do you have to yield the right of way to the vehicle approaching from the left?",,,,"Sind Sie  in der dargestellten Situation dazu verpflichtet, dem von links kommenden Fahrzeug die Vorfahrt zu geben?",,,,T,KW_D16_354org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,pjm1111.wmv,,,,,,,
1112,Czy w tej sytuacji masz pierwszeństwo przed pojazdem wjeżdżającym z lewej strony na pas ruchu?,,,,"In this situation, do you have priority over the vehicle driving from the left into the traffic lane?",,,,"Haben Sie in der dargestellten Situation Vorfahrt vor dem Fahrzeug, das von der linken Seite auf die Fahrspur einfährt?",,,,N,KW_D16_355org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,,,,,,,,
1114,"Zamierzasz skręcić w prawo. Czy masz obowiązek ustąpienia pierwszeństwa pojazdowi, który nadjeżdża z lewej strony?",,,,You intend to turn right. Do you have to yield the right of way to the vehicle approaching from the left?,,,,"Sie möchten rechts abbiegen. Sind Sie dazu verpflichtet, dem von links kommenden Fahrzeug Vorfahrt zu geben?",,,,N,KW_D16_352org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,pjm1114.wmv,,,,,,,
1120,Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa rowerzyście?,,,,You intend to turn left. Do you have to yield the right of way to the cyclist?,,,,"Sie möchten links abbiegen. Sind Sie dazu verpflichtet, dem Fahrradfahrer Vorfahrt zu lassen?",,,,T,KW_D16_253org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,pjm1120.wmv,,,,,,,
1121,"Czy w tej sytuacji, jadąc na wprost, masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?",,,,You intend to continue driving straight on. In this situation do you have the right of way over the vehicle approaching from the right?,,,,Sie möchten geradeaus fahren. Haben Sie in dieser Situation Vorfahrt vor dem von rechts kommenden Fahrzeug?,,,,T,KW_D16_357org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,pjm1121.wmv,,,,,,,
1127,Czy w tej sytuacji należy zrezygnować z rozpoczęcia wyprzedzania?,,,,Should you resign from overtaking in this situation?,,,,Ist in der dargestellten Situation auf das Überholmanöver zu verzichten?,,,,T,D26_395org.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,pjm1127.wmv,,,,,,,
1133,"Czy w przedstawionej sytuacji w obszarze zabudowanym, masz obowiązek zmniejszyć prędkość, aby umożliwić kierującemu autobusem włączenie się do ruchu?",,,,Are you obliged in this situation to slow down in the built-up area to allow the bus driver to join the traffic?,,,,"Soll man in der dargestellten Situation in geschlossener Ortschaft die Geschwindigkeit reduzieren, um dem Busfahrer die Möglichkeit zu verschaffen, sich in den Verkehr einzufädeln?",,,,T,705.D34KWorg.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,,,,,,,,
1134,Skręcasz w lewo na najbliższym skrzyżowaniu. Czy masz pierwszeństwo przed nadjeżdżającym pojazdem?,,,,You are turning left at the nearest junction. Do you have the right of way over the approaching vehicle?,,,,Sie biegen in der nächsten Kreuzung links ab. Haben Sie Vorfahrt vor dem kommenden Fahrzeug?,,,,N,706.D34KWorg.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W6,pjm1134.wmv,,,,,,,
1138,"Czy kierując autobusem komunikacji miejskiej na obszarze zabudowanym, powinieneś upewnić się, że wyjazd z zatoki nie spowoduje zagrożenia bezpieczeństwa ruchu drogowego?",,,,You are driving a public transport bus in the built-up area. Should you make sure that emerging from the lay-by will not pose a threat to road safety?,,,,"Sie fahren einen Stadtbus in geschlossener Ortschaft. Sollen Sie sichvergewissern, dass das Verlassen der Haltebucht den Straßenverker nicht gefährdet?",,,,T,717.D35KWorg.wmv,PODSTAWOWY,3,"D,D1",W6,,,,,,,,
1139,Czy kierując autobusem komunikacji miejskiej poza obszarem zabudowanym masz pierwszeństwo podczas włączania się do ruchu z przystanku?,,,,You are driving a public transport bus outside the built-up area. Do you have priority in this situation when joining the traffic from the bus stop?,,,,Sie fahren einen Stadtbus außerhalb geschlossener Ortschaft. Haben Sie in der dargestellten Situation beim Einorden in den Verkehr von der Haltestelle die Vorfahrt?,,,,N,717.D35KWorg.wmv,PODSTAWOWY,3,"D,D1",W6,,,,,,,,
